date,tweet,positive,neutral,negative,,,,,,,,,,
Mon Mar 13 12:18:18 +0000 2017,Hopefully setting up a hospital tour and induction date Thursday at my appointment. Getting so close _Ù÷¬_Ù÷ _ÙÔ__Ùè_,0.45,0.71,0.55,,,,,,,,,,
Mon Mar 13 12:09:46 +0000 2017,Hospital appointment in a hour..I  hope the doc has warm hands..xx :-),0.47,0.59,0.53,,,,,,,,,,
Mon Mar 13 11:53:45 +0000 2017,@TransBuckaroo But in return I have to chill with my mom at the hospital for her appointment for a few hours https://t.co/8ZOpsn4ecG,0.3,0.79,0.7,,,,,,,,,,
Mon Mar 13 11:51:26 +0000 2017,These pains really need to fuck off already or the hospital needs to get a move on with my appointment_Ù÷©,0.16,0.52,0.84,,,,,,,,,,
Mon Mar 13 11:49:20 +0000 2017,When your 6 month depression ends 3 days before appointment with the psychiatric hospital &amp; the whole thing is a waste of time.,0.19,0.89,0.81,,,,,,,,,,
Mon Mar 13 11:46:09 +0000 2017,At my hospital appointment for Rhumy and I'm the youngest person here by about 30 years _Ù÷â everyone is actually staring at me _Ù÷ø,0.23,0.33,0.77,,,,,,,,,,
Mon Mar 13 11:33:25 +0000 2017,@kellycarthy1989 sadly out and about. Wifey had hospital appointment and I was meant to go to London but they cancelled. Buggers. _Ù÷¢_Ù÷¢_Ù÷¢,0.2,0.78,0.8,,,,,,,,,,
Mon Mar 13 11:26:56 +0000 2017,Gastrointestinal appointment at 8:20 but I can't make it cause I'm dead tired from being at the hospital w/ my mom til 2am. #Spoonie _Ù÷©,0.17,0.25,0.83,,,,,,,,,,
Mon Mar 13 11:24:48 +0000 2017,Sat in the car about to have a hospital appointment but waiting for @vernonkay to talk 6Nations _Ù÷ç Think I might be late. Oopps @RadioX,0.14,0.56,0.86,,,,,,,,,,
Mon Mar 13 11:21:51 +0000 2017,@GWRHelp very poor. You've made me 2 hours late for a hospital appointment &amp; I've just got on a train. Shall be sticking to @SW_Trains,0.18,0.11,0.82,,,,,,,,,,
Mon Mar 13 11:18:41 +0000 2017,Got a hospital appointment on the day I see @DUALIPA in London _Ù÷â fingers crossed gonna be well enough to go. _Ù÷_,0.32,0.61,0.68,,,,,,,,,,
Mon Mar 13 11:06:43 +0000 2017,South African lady in the hospital car park complaining very loudly about her appointment running late &amp; how rude it was being made to pay‰Û_,0.23,0.87,0.77,,,,,,,,,,
Mon Mar 13 11:01:29 +0000 2017,im tryin to call the hospital to ask if i actually got an appointment or not but i cant get in,0.23,0.67,0.77,,,,,,,,,,
Mon Mar 13 10:59:20 +0000 2017,apparenlty i got an appointment w gender therapist tomorro but i didnt get a confirmation text from the hospital?????,0.28,0.85,0.72,,,,,,,,,,
Mon Mar 13 10:57:12 +0000 2017,"Colleagues who complained ""mesti kah ikut bini nya appointment?"" coz men who goes missing from work to accompany their wives to the hospital",0.27,0.95,0.73,,,,,,,,,,
Mon Mar 13 10:54:38 +0000 2017,got to my hospital appointment 30mins early.. and they're running 50mins late _ÙªÄ best day ever,0.35,0.85,0.65,,,,,,,,,,
Mon Mar 13 10:49:10 +0000 2017,"Not much #mondaymotivation other than I know I should stay in bed but got a hospital appointmentNot been so ill in a long time _ÙÔ_",0.17,0.44,0.83,,,,,,,,,,
Mon Mar 13 10:44:47 +0000 2017,Missing #Popmaster today due to a hospital appointment.,0.33,0.8,0.67,,,,,,,,,,
Mon Mar 13 10:33:18 +0000 2017,Still waiting at hospital for appointment scheduled for 0950 _Ù÷¡ this superb podcast is the only thing getting me thr‰Û_ https://t.co/qZJd7H5A0n,0.24,0.08,0.76,,,,,,,,,,
Mon Mar 13 10:13:14 +0000 2017,"An hour and half waiting time past my hospital appointment, is this a joke? _Ù÷Â",0.18,0.32,0.82,,,,,,,,,,
Mon Mar 13 10:02:14 +0000 2017,My mum is calling the hospital now for an appointment. I'm kinda scared ngl,0.27,0.65,0.73,,,,,,,,,,
Mon Mar 13 09:57:45 +0000 2017,@Translink_NI good morning Jenny have a good day I'm going to a hospital appointment later. I'll be using my trusty daylink card,0.66,0.55,0.34,,,,,,,,,,
Mon Mar 13 09:55:52 +0000 2017,Another blader infection on the morning of my hospital appointment is really not my idea of a good start to the week _Ùªã,0.27,0.21,0.73,,,,,,,,,,
Mon Mar 13 09:41:41 +0000 2017,I just came back from another doctors appointment and I have to go to hospital so they can find out what's wrong with me,0.14,0.77,0.86,,,,,,,,,,
Mon Mar 13 09:35:00 +0000 2017,Good morning Bump and I have just arrived at hospital for Cons appointment. Dressed head to toe‰Û_ https://t.co/KLWa6nPdJQ,0.4,0.14,0.6,,,,,,,,,,
Mon Mar 13 09:24:24 +0000 2017,Off to my neurology appointment at Charing Cross Hospital to talk all things epileptic ~,0.4,0.8,0.6,,,,,,,,,,
Mon Mar 13 09:15:21 +0000 2017,"2nd to last hospital appointment today, thank goddddd",0.49,0.78,0.51,,,,,,,,,,
Mon Mar 13 09:03:28 +0000 2017,"It may be Monday but it's a sunny one! ‰÷Û•üè we're off to the hospital for another dermatologist appointment, what's e‰Û_ https://t.co/0kUMvimQGy",0.46,0.35,0.54,,,,,,,,,,
Mon Mar 13 09:01:52 +0000 2017,Hardly any sleep &amp; have to go to a hospital appointment. I need match sticks for my eyes - please today just be over with already _Ù÷©_Ù÷«,0.18,0.34,0.82,,,,,,,,,,
Mon Mar 13 08:49:39 +0000 2017,So annoying that the hospital have changed the time of my appointment so will have to rearrange my day on Thursday _ÙÔ__Ù÷Ù_Ùªã,0.14,0.51,0.86,,,,,,,,,,
Mon Mar 13 08:44:33 +0000 2017,@paulmorris1916 Good luck at the hospital today Paul I hope the appointment goes well. I will be thinking of you cc,0.62,0.46,0.38,,,,,,,,,,
Mon Mar 13 08:41:05 +0000 2017,40 minutes late to my hospital appointment but it's chill because the dr hadn't finished her breakfast yet,0.27,0.34,0.73,,,,,,,,,,
Mon Mar 13 08:30:03 +0000 2017,https://t.co/wrTDcLNZhn Denzil's Hospital Appointment  #OFAH,0.33,0.75,0.67,,,,,,,,,,
Mon Mar 13 08:27:31 +0000 2017,@summit1g and iv just got up for a hospital appointment. Kill me now haha _Ù÷«_Ù÷_,0.4,0.85,0.6,,,,,,,,,,
Mon Mar 13 08:26:50 +0000 2017,I have a hospital appointment today and I seriously can't be bothered to drive to Abergavenny _Ù÷_,0.21,0.18,0.79,,,,,,,,,,
Mon Mar 13 08:21:29 +0000 2017,"How am I meant to be at uni, have a doctors appointment and a hospital appointment and catch up on sleep all in one day. Ain't gonna happen",0.18,0.88,0.82,,,,,,,,,,
Mon Mar 13 07:59:33 +0000 2017,Feeling very nervous before my hospital appointment...#medical #hospital #appointment #nerves https://t.co/WLptT3YGaJ,0.38,0.54,0.62,,,,,,,,,,
Mon Mar 13 07:32:04 +0000 2017,"@LHodgson97 ÌÂ have an essay to start but hospital appointment means I'll be out all day _Ùªö good luck, don't go crazy from overworking_Ù_Õ",0.38,0.28,0.62,,,,,,,,,,
Mon Mar 13 06:57:53 +0000 2017,"RT @BarberBusHexham: Here's my route for this next week ...Monday 13th March ..Off, Hospital appointment... https://t.co/GGe87lEskO",0.25,0.36,0.75,,,,,,,,,,
Mon Mar 13 06:23:04 +0000 2017,RT @gregmagin: 50%+ of discharged patients don't attend their follow-up appointment. We can help: https://t.co/Tt8aOQEFOG #HealthIT #Hospit‰Û_,0.49,0.76,0.51,,,,,,,,,,
Mon Mar 13 06:06:49 +0000 2017,@NomTweet I know the feeling. I have a hospital appointment tomorrow at 8.30 _Ù÷¥. Good luck with your dr's appointment _ÙÕÏ,0.44,0.53,0.56,,,,,,,,,,
Mon Mar 13 06:02:45 +0000 2017,Ceviche &amp; Co. will be at Summit Hospital in Oakland 11am-2pm Monday. Come have us before your appointment or afterward. #SayVeeChay,0.33,0.73,0.67,,,,,,,,,,
Mon Mar 13 05:13:56 +0000 2017,wtf kind of hospital is this idc about the appointment anymore imma sit there n finish my work,0.29,0.04,0.71,,,,,,,,,,
Mon Mar 13 04:43:32 +0000 2017,Went to hospital get 3 days of mc and appointment and I was like unless you willing to give the nurse to inject your ass hahahaha,0.47,0.13,0.53,,,,,,,,,,
Mon Mar 13 04:03:45 +0000 2017,"i'd be laughing if i didn't stay up until 5 am for this and even have an appointment at the hospital todayi'm so,,,,",0.32,0.34,0.68,,,,,,,,,,
Mon Mar 13 02:36:26 +0000 2017,Basically another day in the hospital for my stupid appointment,0.14,0.54,0.86,,,,,,,,,,
Mon Mar 13 01:07:30 +0000 2017,RT @ShibbyMintay: A korean hospital appointment: basically just running around a huge building collecting tiny papers,0.47,0.65,0.53,,,,,,,,,,
Mon Mar 13 00:28:44 +0000 2017,A korean hospital appointment: basically just running around a huge building collecting tiny papers,0.44,0.65,0.56,,,,,,,,,,
Mon Mar 13 00:16:19 +0000 2017,I have an appointment at the hospital tomorrow at the asscrack of dawn &amp; im debating just staying up all night instead of sleeping lmao,0.29,0.51,0.71,,,,,,,,,,
Mon Mar 13 00:09:21 +0000 2017,Should probably get some sleep but keep thinking about that fucking hospital appointment. Know I'm worrying for fuck all aswell though.,0.16,0.1,0.84,,,,,,,,,,
Sun Mar 12 23:33:27 +0000 2017,Should I go see Logan tomorrow on my own before taking Chris to the hospital for her appointment?,0.46,0.41,0.54,,,,,,,,,,
Sun Mar 12 23:31:53 +0000 2017,"I got therapy Mon-Thurs, hospital appointment with my orthopaed + two birthdays on Fri, dad's gig on Sat and I'm moving on Sun. Damn! ^^;;",0.35,0.37,0.65,,,,,,,,,,
Sun Mar 12 23:07:51 +0000 2017,@Whyjay99 @GillAllard @Yorkshire_Dog1 Catch you tomorrow ladies. Up at the crack here for hospital appointment. Night all.,0.44,0.76,0.56,,,,,,,,,,
Sun Mar 12 22:32:44 +0000 2017,Well I'm glad my tooth hurts again - only 4 months to get an appointment at the dental hospital.,0.25,0.41,0.75,,,,,,,,,,
Sun Mar 12 22:14:15 +0000 2017,"Here's my route for this next week ...Monday 13th March ..Off, Hospital appointment... https://t.co/GGe87lEskO",0.21,0.36,0.79,,,,,,,,,,
Sun Mar 12 21:59:45 +0000 2017,Booked half a day off work tomorrow morning and I've gotta get up earlier for my hospital appointment than I would if I was working_Ùªã_Ù÷©,0.23,0.23,0.77,,,,,,,,,,
Sun Mar 12 21:47:36 +0000 2017,In the next two weeks I have 4 days off all have a doctors or hospital appointment on them,0.25,0.92,0.75,,,,,,,,,,
Sun Mar 12 21:34:06 +0000 2017,@J_Kodjia is on fire at the minute although I'd be giving the Hospital a ring and chasing up that appointment for his wrist injury _Ù÷ä_ÙÓ´#NHS,0.48,0.82,0.52,,,,,,,,,,
Sun Mar 12 21:23:02 +0000 2017,@buterafuls I took some blood tests on Wednesday and yesterday I got a letter for an appointment at the hospital and I don't even know why _Ù÷¡,0.24,0.76,0.76,,,,,,,,,,
Sun Mar 12 20:42:26 +0000 2017,"@BHEnglish ok thank you,as I can't make English revision tomorrow as I have a hospital appointment so I wanted to revision to do xx",0.29,0.27,0.71,,,,,,,,,,
Sun Mar 12 20:13:26 +0000 2017,my hospital appointment is at 2pm come n see me before xxx https://t.co/MNcINaMf38,0.33,0.45,0.67,,,,,,,,,,
Sun Mar 12 20:10:56 +0000 2017,Hospital appointment tomorrow been told to bring and early morning sample. Two problems 1 I'm up at 3.30am and 2 I have nothing to go in.,0.2,0.73,0.8,,,,,,,,,,
Sun Mar 12 19:19:09 +0000 2017,I think I will barely have time to shop for anything with my dad tomorrow.I have a hospital appointment at 2:30 &amp; I want to make it to Zumba,0.24,0.34,0.76,,,,,,,,,,
Sun Mar 12 19:13:41 +0000 2017,Hospital appointment on Wednesday so I guess I'll have to let them know,0.21,0.35,0.79,,,,,,,,,,
Sun Mar 12 18:34:06 +0000 2017,Another Hospital appointment tomorrow _Ù÷©,0.43,0.8,0.57,,,,,,,,,,
Sun Mar 12 16:52:21 +0000 2017,Really sorry to anyone who's appointment I've had to re arrange last week. Maddie is still in hospital and has... https://t.co/7hoeRHE7RP,0.16,0.47,0.84,,,,,,,,,,
Sun Mar 12 16:08:27 +0000 2017,RT @JayneStormy: having a quick bath to chill out before I go to my appointment at the hospital xxx https://t.co/cQ6RU6QS8g,0.35,0.43,0.65,,,,,,,,,,
Sun Mar 12 14:36:11 +0000 2017,@EvanMDonovan we have a hospital appointment tomorrow for a scan,0.38,0.75,0.62,,,,,,,,,,
Sun Mar 12 14:21:53 +0000 2017,"@corey_emanuel yes, hoe that‰Ûªs why I haven‰Ûªt been on here much ‰Û_ between me in the hospital, dr appointment &amp; starting PT, i don‰Ûªt have Time",0.22,0.29,0.78,,,,,,,,,,
Sun Mar 12 14:06:00 +0000 2017,"Good local #Poole #accommodation #B&amp;B, great folk and warm welcome whether visiting #family, #sightseeing, #job or‰Û_ https://t.co/rVt3G1W5Qs",0.88,0.28,0.12,,,,,,,,,,
Mon Mar 13 19:29:09 +0000 2017,ok going to psych appointment if im not back im probably in the hospital but i highly doubt it lol,0.35,0.29,0.65,,,,,,,,,,
Mon Mar 13 19:26:38 +0000 2017,"on april 27th i have an appointment at the hospital, studies again, i hope i do not need to be operated again",0.31,0.78,0.69,,,,,,,,,,
Mon Mar 13 19:10:07 +0000 2017,Preventative care: We provide medication to prevent fleas and ticks on your pet. Call us for an appointment. https://t.co/aa66u12Udf,0.49,0.65,0.51,,,,,,,,,,
Mon Mar 13 19:03:16 +0000 2017,Alhamdulillah my nanny is okay now but she gone a next appointment again in hospital _Ùªè_ÙèÈ,0.35,0.82,0.65,,,,,,,,,,
Mon Mar 13 19:01:11 +0000 2017,#nhs been to my gp 5wks ago with concerns 4my 12year old mental health and we still waiting for an appointment to be seen at the hospital,0.35,0.63,0.65,,,,,,,,,,
Mon Mar 13 18:11:15 +0000 2017,"@Jeremy_Hunt @Icanshowyou1 - GP requested emergency appointment @ hospital but told NO gotta wait. What next ""Intensive Care""????????",0.27,0.71,0.73,,,,,,,,,,
Mon Mar 13 18:03:02 +0000 2017,So we got a hospital appointment for my daughter for the seizures she started having it's in July  ffs what fucking good is that,0.57,0.57,0.43,,,,,,,,,,
Mon Mar 13 17:51:13 +0000 2017,Hospital appointment tomorrow. No bloody idea what for!,0.17,0.46,0.83,,,,,,,,,,
Mon Mar 13 17:44:54 +0000 2017,"@mikaelaporterHC Surprised that the Newington Veterans Hospital canceled my scheduled appointment for tomorrow. (But, understandable...)",0.5,0.26,0.5,,,,,,,,,,
Mon Mar 13 17:44:28 +0000 2017,Caitlyn was so good at her hospital appointment this morning as always &amp; she has now finally been discharged from the clinic #proudmummy _ÙÕ¥,0.63,0.8,0.37,,,,,,,,,,
Mon Mar 13 17:32:33 +0000 2017,"Today I drove my wife for a doctors appointment at 15:40 she needed an X-ray so drove to our local hospital, X-ray &amp; home @ 16:22 _ÙÔè_ÙÔè_ÙÔè_ÙÔè_ÙÔèNHS",0.44,0.97,0.56,,,,,,,,,,
Mon Mar 13 17:28:20 +0000 2017,Every time I go to a doctor appointment they sending me to the hospital _Ù___Ùè_‰Ûç‰ªÛ•üè,0.22,0.69,0.78,,,,,,,,,,
Mon Mar 13 16:47:34 +0000 2017,When your hospital appointment goes much better than expected even though you have a cough_Ù÷ ,0.42,0.19,0.58,,,,,,,,,,
Mon Mar 13 16:27:26 +0000 2017,"Bored now of the waiting; another day, another hospital appointment",0.29,0.61,0.71,,,,,,,,,,
Mon Mar 13 16:18:42 +0000 2017,Really don't wanna go to this hospital appointment tonight _Ù÷__Ù÷_,0.25,0.34,0.75,,,,,,,,,,
Mon Mar 13 15:50:12 +0000 2017,"Appointment with Dr Watson on Thursday, lets pray he doesn't wanna admit me to hospital this time :(((",0.28,0.93,0.72,,,,,,,,,,
Mon Mar 13 15:50:04 +0000 2017,went to my dr. appointment for my knee and the nurses forgot to call me back to the room so the receptionist gave me free hospital food,0.23,0.75,0.77,,,,,,,,,,
Mon Mar 13 15:18:14 +0000 2017,"god damn itnot only did my dad fix the toilet apparently the idiots at the hospital messed up his appointment so he left early",0.19,0.79,0.81,,,,,,,,,,
Mon Mar 13 15:14:41 +0000 2017,so annoyed that the hospital have cancelled my appointment _Ù÷_,0.23,0.45,0.77,,,,,,,,,,
Mon Mar 13 15:02:44 +0000 2017,Disgusted at the price of #hospital car parking it should be free if you have an appointment.,0.39,0.07,0.61,,,,,,,,,,
Mon Mar 13 14:59:26 +0000 2017,hospital for my clinic appointment and blood tests_Ùªã,0.45,0.77,0.55,,,,,,,,,,
Mon Mar 13 14:29:08 +0000 2017,"Just got my first (of many) hospital appointment for the 31st of this month....It's definitely safe to say I'm terrified as fuck for it. _Ù÷ _Ù÷ ",0.59,0.14,0.41,,,,,,,,,,
Mon Mar 13 14:25:49 +0000 2017,came all the way to London for my hospital appointment and we went to the wrong hospital and now I'm gonna miss it _ÙªÄ_ÙªÄ_ÙªÄ luv my life x,0.28,0.41,0.72,,,,,,,,,,
Mon Mar 13 14:20:57 +0000 2017,"Job interview this morning, hospital appointment now. I know how to live! #stressed",0.37,0.78,0.63,,,,,,,,,,
Mon Mar 13 14:19:22 +0000 2017,when you late to your appointment and you work in the hospital _Ù÷â,0.32,0.74,0.68,,,,,,,,,,
Mon Mar 13 14:16:00 +0000 2017,@KissFMUK when you put avicii on with the roof down cruising to hospital appointment you have to turn it up... Thank you Kiss,0.4,0.81,0.6,,,,,,,,,,
Mon Mar 13 12:52:14 +0000 2017,@Rs_Farmer yeah you need it to be serious to get an appointment. But if it's serious you'd go to the walk-in centre or the hospital?,0.31,0.14,0.69,,,,,,,,,,
Mon Mar 13 12:46:08 +0000 2017,Caitlyn's hospital appointment done... now a little lunch date with my babies before Roo goes back to school #yummycarvery #treat ‰ªÁ,0.29,0.8,0.71,,,,,,,,,,
Mon Mar 13 12:44:57 +0000 2017,@zacsquiggles morning! When will you have appointment. Hope you can go and also tomorrow you can go to hospital!. _Ù÷÷,0.51,0.97,0.49,,,,,,,,,,
Mon Mar 13 12:40:54 +0000 2017,"This hospital takes the fucking piss, my appointment was over an hour ago but I'm still waiting for it_Ùªã_Ù÷Á",0.13,0.09,0.87,,,,,,,,,,
Mon Mar 13 12:27:08 +0000 2017,"I need to call my hospital up as forgotten then date and time that my appointment is, #WellDoneMe _ÙÔç_ÙèÈ",0.33,0.55,0.67,,,,,,,,,,
Mon Mar 13 12:20:24 +0000 2017,"@cjwalters66 Lol. No, at home today. Hubby has a hospital appointment this pm.",0.41,0.58,0.59,,,,,,,,,,
Mon Mar 13 12:18:18 +0000 2017,Hopefully setting up a hospital tour and induction date Thursday at my appointment. Getting so close _Ù÷¬_Ù÷ _ÙÔ__Ùè_,0.45,0.71,0.55,,,,,,,,,,
Mon Mar 13 12:09:46 +0000 2017,Hospital appointment in a hour..I  hope the doc has warm hands..xx :-),0.47,0.59,0.53,,,,,,,,,,
Mon Mar 13 11:53:45 +0000 2017,@TransBuckaroo But in return I have to chill with my mom at the hospital for her appointment for a few hours https://t.co/8ZOpsn4ecG,0.3,0.79,0.7,,,,,,,,,,
Mon Mar 13 11:51:26 +0000 2017,These pains really need to fuck off already or the hospital needs to get a move on with my appointment_Ù÷©,0.16,0.52,0.84,,,,,,,,,,
Mon Mar 13 11:49:20 +0000 2017,When your 6 month depression ends 3 days before appointment with the psychiatric hospital &amp; the whole thing is a waste of time.,0.19,0.89,0.81,,,,,,,,,,
Mon Mar 13 11:46:09 +0000 2017,At my hospital appointment for Rhumy and I'm the youngest person here by about 30 years _Ù÷â everyone is actually staring at me _Ù÷ø,0.23,0.33,0.77,,,,,,,,,,
Mon Mar 13 11:33:25 +0000 2017,@kellycarthy1989 sadly out and about. Wifey had hospital appointment and I was meant to go to London but they cancelled. Buggers. _Ù÷¢_Ù÷¢_Ù÷¢,0.2,0.78,0.8,,,,,,,,,,
Mon Mar 13 11:26:56 +0000 2017,Gastrointestinal appointment at 8:20 but I can't make it cause I'm dead tired from being at the hospital w/ my mom til 2am. #Spoonie _Ù÷©,0.17,0.25,0.83,,,,,,,,,,
Mon Mar 13 11:24:48 +0000 2017,Sat in the car about to have a hospital appointment but waiting for @vernonkay to talk 6Nations _Ù÷ç Think I might be late. Oopps @RadioX,0.14,0.56,0.86,,,,,,,,,,
Mon Mar 13 11:21:51 +0000 2017,@GWRHelp very poor. You've made me 2 hours late for a hospital appointment &amp; I've just got on a train. Shall be sticking to @SW_Trains,0.18,0.11,0.82,,,,,,,,,,
Mon Mar 13 11:18:41 +0000 2017,Got a hospital appointment on the day I see @DUALIPA in London _Ù÷â fingers crossed gonna be well enough to go. _Ù÷_,0.32,0.61,0.68,,,,,,,,,,
Mon Mar 13 11:06:43 +0000 2017,South African lady in the hospital car park complaining very loudly about her appointment running late &amp; how rude it was being made to pay‰Û_,0.23,0.87,0.77,,,,,,,,,,
Mon Mar 13 11:01:29 +0000 2017,im tryin to call the hospital to ask if i actually got an appointment or not but i cant get in,0.23,0.67,0.77,,,,,,,,,,
Mon Mar 13 10:59:20 +0000 2017,apparenlty i got an appointment w gender therapist tomorro but i didnt get a confirmation text from the hospital?????,0.28,0.85,0.72,,,,,,,,,,
Mon Mar 13 10:57:12 +0000 2017,"Colleagues who complained ""mesti kah ikut bini nya appointment?"" coz men who goes missing from work to accompany their wives to the hospital",0.27,0.95,0.73,,,,,,,,,,
Mon Mar 13 10:54:38 +0000 2017,got to my hospital appointment 30mins early.. and they're running 50mins late _ÙªÄ best day ever,0.35,0.85,0.65,,,,,,,,,,
Mon Mar 13 10:49:10 +0000 2017,"Not much #mondaymotivation other than I know I should stay in bed but got a hospital appointmentNot been so ill in a long time _ÙÔ_",0.17,0.44,0.83,,,,,,,,,,
Mon Mar 13 10:44:47 +0000 2017,Missing #Popmaster today due to a hospital appointment.,0.33,0.8,0.67,,,,,,,,,,
Mon Mar 13 10:33:18 +0000 2017,Still waiting at hospital for appointment scheduled for 0950 _Ù÷¡ this superb podcast is the only thing getting me thr‰Û_ https://t.co/qZJd7H5A0n,0.24,0.08,0.76,,,,,,,,,,
Mon Mar 13 10:13:14 +0000 2017,"An hour and half waiting time past my hospital appointment, is this a joke? _Ù÷Â",0.18,0.32,0.82,,,,,,,,,,
Mon Mar 13 10:02:14 +0000 2017,My mum is calling the hospital now for an appointment. I'm kinda scared ngl,0.27,0.65,0.73,,,,,,,,,,
Mon Mar 13 09:57:45 +0000 2017,@Translink_NI good morning Jenny have a good day I'm going to a hospital appointment later. I'll be using my trusty daylink card,0.66,0.55,0.34,,,,,,,,,,
Mon Mar 13 09:55:52 +0000 2017,Another blader infection on the morning of my hospital appointment is really not my idea of a good start to the week _Ùªã,0.27,0.21,0.73,,,,,,,,,,
Mon Mar 13 09:41:41 +0000 2017,I just came back from another doctors appointment and I have to go to hospital so they can find out what's wrong with me,0.14,0.77,0.86,,,,,,,,,,
Mon Mar 13 09:35:00 +0000 2017,Good morning Bump and I have just arrived at hospital for Cons appointment. Dressed head to toe‰Û_ https://t.co/KLWa6nPdJQ,0.4,0.14,0.6,,,,,,,,,,
Mon Mar 13 09:24:24 +0000 2017,Off to my neurology appointment at Charing Cross Hospital to talk all things epileptic ~,0.4,0.8,0.6,,,,,,,,,,
Mon Mar 13 09:15:21 +0000 2017,"2nd to last hospital appointment today, thank goddddd",0.49,0.78,0.51,,,,,,,,,,
Mon Mar 13 09:03:28 +0000 2017,"It may be Monday but it's a sunny one! ‰÷Û•üè we're off to the hospital for another dermatologist appointment, what's e‰Û_ https://t.co/0kUMvimQGy",0.46,0.35,0.54,,,,,,,,,,
Mon Mar 13 09:01:52 +0000 2017,Hardly any sleep &amp; have to go to a hospital appointment. I need match sticks for my eyes - please today just be over with already _Ù÷©_Ù÷«,0.18,0.34,0.82,,,,,,,,,,
Mon Mar 13 08:49:39 +0000 2017,So annoying that the hospital have changed the time of my appointment so will have to rearrange my day on Thursday _ÙÔ__Ù÷Ù_Ùªã,0.14,0.51,0.86,,,,,,,,,,
Mon Mar 13 08:44:33 +0000 2017,@paulmorris1916 Good luck at the hospital today Paul I hope the appointment goes well. I will be thinking of you cc,0.62,0.46,0.38,,,,,,,,,,
Mon Mar 13 08:41:05 +0000 2017,40 minutes late to my hospital appointment but it's chill because the dr hadn't finished her breakfast yet,0.27,0.34,0.73,,,,,,,,,,
Mon Mar 13 08:30:03 +0000 2017,https://t.co/wrTDcLNZhn Denzil's Hospital Appointment  #OFAH,0.33,0.75,0.67,,,,,,,,,,
Mon Mar 13 08:27:31 +0000 2017,@summit1g and iv just got up for a hospital appointment. Kill me now haha _Ù÷«_Ù÷_,0.4,0.85,0.6,,,,,,,,,,
Mon Mar 13 08:26:50 +0000 2017,I have a hospital appointment today and I seriously can't be bothered to drive to Abergavenny _Ù÷_,0.21,0.18,0.79,,,,,,,,,,
Mon Mar 13 08:21:29 +0000 2017,"How am I meant to be at uni, have a doctors appointment and a hospital appointment and catch up on sleep all in one day. Ain't gonna happen",0.18,0.88,0.82,,,,,,,,,,
Mon Mar 13 07:59:33 +0000 2017,Feeling very nervous before my hospital appointment...#medical #hospital #appointment #nerves https://t.co/WLptT3YGaJ,0.38,0.54,0.62,,,,,,,,,,
Mon Mar 13 07:32:04 +0000 2017,"@LHodgson97 ÌÂ have an essay to start but hospital appointment means I'll be out all day _Ùªö good luck, don't go crazy from overworking_Ù_Õ",0.38,0.28,0.62,,,,,,,,,,
Mon Mar 13 06:57:53 +0000 2017,"RT @BarberBusHexham: Here's my route for this next week ...Monday 13th March ..Off, Hospital appointment... https://t.co/GGe87lEskO",0.25,0.36,0.75,,,,,,,,,,
Mon Mar 13 06:23:04 +0000 2017,RT @gregmagin: 50%+ of discharged patients don't attend their follow-up appointment. We can help: https://t.co/Tt8aOQEFOG #HealthIT #Hospit‰Û_,0.49,0.76,0.51,,,,,,,,,,
Mon Mar 13 06:06:49 +0000 2017,@NomTweet I know the feeling. I have a hospital appointment tomorrow at 8.30 _Ù÷¥. Good luck with your dr's appointment _ÙÕÏ,0.44,0.53,0.56,,,,,,,,,,
Mon Mar 13 06:02:45 +0000 2017,Ceviche &amp; Co. will be at Summit Hospital in Oakland 11am-2pm Monday. Come have us before your appointment or afterward. #SayVeeChay,0.33,0.73,0.67,,,,,,,,,,
Mon Mar 13 05:13:56 +0000 2017,wtf kind of hospital is this idc about the appointment anymore imma sit there n finish my work,0.29,0.04,0.71,,,,,,,,,,
Mon Mar 13 04:43:32 +0000 2017,Went to hospital get 3 days of mc and appointment and I was like unless you willing to give the nurse to inject your ass hahahaha,0.47,0.13,0.53,,,,,,,,,,
Mon Mar 13 04:03:45 +0000 2017,"i'd be laughing if i didn't stay up until 5 am for this and even have an appointment at the hospital todayi'm so,,,,",0.32,0.34,0.68,,,,,,,,,,
Mon Mar 13 02:36:26 +0000 2017,Basically another day in the hospital for my stupid appointment,0.14,0.54,0.86,,,,,,,,,,
Mon Mar 13 01:07:30 +0000 2017,RT @ShibbyMintay: A korean hospital appointment: basically just running around a huge building collecting tiny papers,0.47,0.65,0.53,,,,,,,,,,
Mon Mar 13 00:28:44 +0000 2017,A korean hospital appointment: basically just running around a huge building collecting tiny papers,0.44,0.65,0.56,,,,,,,,,,
Mon Mar 13 00:16:19 +0000 2017,I have an appointment at the hospital tomorrow at the asscrack of dawn &amp; im debating just staying up all night instead of sleeping lmao,0.29,0.51,0.71,,,,,,,,,,
Mon Mar 13 00:09:21 +0000 2017,Should probably get some sleep but keep thinking about that fucking hospital appointment. Know I'm worrying for fuck all aswell though.,0.16,0.1,0.84,,,,,,,,,,
Sun Mar 12 23:33:27 +0000 2017,Should I go see Logan tomorrow on my own before taking Chris to the hospital for her appointment?,0.46,0.41,0.54,,,,,,,,,,
Sun Mar 12 23:31:53 +0000 2017,"I got therapy Mon-Thurs, hospital appointment with my orthopaed + two birthdays on Fri, dad's gig on Sat and I'm moving on Sun. Damn! ^^;;",0.35,0.37,0.65,,,,,,,,,,
